timestamp,sede_id,sector,pred_kwh
2025-10-31 01:00:00,UPTC_CHI,auditorios,0.07084195663306447
2025-10-31 02:00:00,UPTC_CHI,auditorios,0.07372705331536855
2025-10-31 03:00:00,UPTC_CHI,auditorios,0.07342386933904643
2025-10-31 04:00:00,UPTC_CHI,auditorios,0.07842622524363463
2025-10-31 05:00:00,UPTC_CHI,auditorios,0.07076573842402956
2025-10-31 06:00:00,UPTC_CHI,auditorios,0.07570470466366475
2025-10-31 07:00:00,UPTC_CHI,auditorios,0.06891787970481233
2025-10-31 08:00:00,UPTC_CHI,auditorios,0.08528933129026928
2025-10-31 09:00:00,UPTC_CHI,auditorios,0.07589159147828539
2025-10-31 10:00:00,UPTC_CHI,auditorios,0.07874797410821865
2025-10-31 11:00:00,UPTC_CHI,auditorios,0.0820628613066613
2025-10-31 12:00:00,UPTC_CHI,auditorios,0.24319112490645933
2025-10-31 13:00:00,UPTC_CHI,auditorios,0.08563361853765672
2025-10-31 14:00:00,UPTC_CHI,auditorios,0.059403652708376775
2025-10-31 15:00:00,UPTC_CHI,auditorios,0.06582774394606272
2025-10-31 16:00:00,UPTC_CHI,auditorios,0.07106260312429946
2025-10-31 17:00:00,UPTC_CHI,auditorios,0.07299479896921601
2025-10-31 18:00:00,UPTC_CHI,auditorios,0.06931123680628681
2025-10-31 19:00:00,UPTC_CHI,auditorios,0.07466319265073751
2025-10-31 20:00:00,UPTC_CHI,auditorios,0.06939179500256687
2025-10-31 21:00:00,UPTC_CHI,auditorios,0.06785812401141955
2025-10-31 22:00:00,UPTC_CHI,auditorios,0.07053430701146024
2025-10-31 23:00:00,UPTC_CHI,auditorios,0.07157437472099448
2025-11-01 00:00:00,UPTC_CHI,auditorios,0.06973572252196647
2025-11-01 01:00:00,UPTC_CHI,auditorios,0.0773388624612864
2025-11-01 02:00:00,UPTC_CHI,auditorios,0.09995275717495711
2025-11-01 03:00:00,UPTC_CHI,auditorios,0.0782818481834251
2025-11-01 04:00:00,UPTC_CHI,auditorios,0.07998073529809469
2025-11-01 05:00:00,UPTC_CHI,auditorios,0.07253569162257867
2025-11-01 06:00:00,UPTC_CHI,auditorios,0.09192595389059999
2025-11-01 07:00:00,UPTC_CHI,auditorios,0.10248209253312213
2025-11-01 08:00:00,UPTC_CHI,auditorios,0.0751232264631444
2025-11-01 09:00:00,UPTC_CHI,auditorios,0.07205238705843586
2025-11-01 10:00:00,UPTC_CHI,auditorios,0.07936313460351052
2025-11-01 11:00:00,UPTC_CHI,auditorios,0.09336968261887868
2025-11-01 12:00:00,UPTC_CHI,auditorios,0.15466198394852204
2025-11-01 13:00:00,UPTC_CHI,auditorios,0.003941309290906303
2025-11-01 14:00:00,UPTC_CHI,auditorios,0.04533041073406019
2025-11-01 15:00:00,UPTC_CHI,auditorios,0.06587466975642153
2025-11-01 16:00:00,UPTC_CHI,auditorios,0.0702811364645024
2025-11-01 17:00:00,UPTC_CHI,auditorios,0.06963453638122175
2025-11-01 18:00:00,UPTC_CHI,auditorios,0.07895055906824888
2025-11-01 19:00:00,UPTC_CHI,auditorios,0.08094288915033743
2025-11-01 20:00:00,UPTC_CHI,auditorios,0.07808709769908861
2025-11-01 21:00:00,UPTC_CHI,auditorios,0.07291489241581972
2025-11-01 22:00:00,UPTC_CHI,auditorios,0.1104524874670727
2025-11-01 23:00:00,UPTC_CHI,auditorios,0.07616331792430797
2025-11-02 00:00:00,UPTC_CHI,auditorios,0.06525627835739822
2025-11-02 01:00:00,UPTC_CHI,auditorios,0.06945497195637285
2025-11-02 02:00:00,UPTC_CHI,auditorios,0.11919334654905289
